MicrobeID,Strain,Species,Genus,Family,Order,Class,Phylum,Kingdom,NCBI Taxonomy ID,RefSeq ID,Genbank ID,Gram Staining,Oxygen Requirement,BacDive ID,BacDive strain,Download link
Oscillibacter_sp_PC13,Oscillibacter sp. PC13,Oscillibacter sp. PC13,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1855299,GCF_900115635.1,GCA_900115635.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz
Oscillibacter_sp_PEA192,Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2109687,GCF_003574015.1,GCA_003574015.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/015/GCF_003574015.1_ASM357401v1/GCF_003574015.1_ASM357401v1_genomic.fna.gz
Oscillospiraceae_bacterium_VE202_24,Oscillospiraceae bacterium VE202-24,Oscillibacter Oscillospiraceae bacterium VE202-24,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1232459,,GCA_000471765.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/765/GCA_000471765.1_ASM47176v1/GCA_000471765.1_ASM47176v1_genomic.fna.gz
Phytobacter_sp_SCO41,Phytobacter sp. SCO41,Phytobacter sp. SCO41,Phytobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1756993,GCF_003073275.1,GCA_003073275.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/275/GCF_003073275.1_ASM307327v1/GCF_003073275.1_ASM307327v1_genomic.fna.gz
Phytobacter_ursingii_CAV1151,Phytobacter ursingii CAV1151,Phytobacter ursingii,Phytobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1972431,GCF_001022135.1,GCA_001022135.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/135/GCF_001022135.1_ASM102213v1/GCF_001022135.1_ASM102213v1_genomic.fna.gz
Pseudoflavonifractor_sp_An184,Pseudoflavonifractor sp. An184,Pseudoflavonifractor sp. An184,Pseudoflavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1965576,GCF_002160305.1,GCA_002160305.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/160/305/GCF_002160305.1_ASM216030v1/GCF_002160305.1_ASM216030v1_genomic.fna.gz
Pseudomonas_yamanorum_LMG_27247,Pseudomonas yamanorum LMG 27247,Pseudomonas yamanorum,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,515393,GCF_900105735.1,GCA_900105735.1,Gram-,Anaerobe,130578,Pseudomonas yamanorum 8H1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/705/GCF_001612705.2_ASM161270v2/GCF_001612705.2_ASM161270v2_genomic.fna.gz
Raoultella_terrigena_NBRC_14941,Raoultella terrigena NBRC 14941,Raoultella terrigena,Raoultella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1354274,GCF_006539725.1,GCA_006539725.1,Gram-,Anaerobe,5099,Raoultella terrigena 84,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/725/GCF_006539725.1_ASM653972v1/GCF_006539725.1_ASM653972v1_genomic.fna.gz
Romboutsia_sp_Marseille_P6047,Romboutsia sp. Marseille-P6047,Romboutsia sp. Marseille-P6047,Romboutsia,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2161817,GCF_900604535.1,GCA_900604535.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/535/GCF_900604535.1_PRJEB25874/GCF_900604535.1_PRJEB25874_genomic.fna.gz
Romboutsia_timonensis_Marseille_P326,Romboutsia timonensis Marseille-P326,Romboutsia timonensis,Romboutsia,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1776391,GCF_900106845.1,GCA_900106845.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/845/GCF_900106845.1_PRJEB14233/GCF_900106845.1_PRJEB14233_genomic.fna.gz
Rothia_sp_HMSC061D12,Rothia sp. HMSC061D12,Rothia sp. HMSC061D12,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1715161,GCF_001836735.1,GCA_001836735.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/836/735/GCF_001836735.1_ASM183673v1/GCF_001836735.1_ASM183673v1_genomic.fna.gz
Rothia_sp_HMSC061E04,Rothia sp. HMSC061E04,Rothia sp. HMSC061E04,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1739431,GCF_001813685.1,GCA_001813685.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/685/GCF_001813685.1_ASM181368v1/GCF_001813685.1_ASM181368v1_genomic.fna.gz
Rothia_sp_HMSC062F03,Rothia sp. HMSC062F03,Rothia sp. HMSC062F03,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1715153,GCF_001836905.1,GCA_001836905.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/836/905/GCF_001836905.1_ASM183690v1/GCF_001836905.1_ASM183690v1_genomic.fna.gz
Rothia_sp_HMSC064F07,Rothia sp. HMSC064F07,Rothia sp. HMSC064F07,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1715191,GCF_001837265.1,GCA_001837265.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/265/GCF_001837265.1_ASM183726v1/GCF_001837265.1_ASM183726v1_genomic.fna.gz
Rothia_sp_HMSC065C03,Rothia sp. HMSC065C03,Rothia sp. HMSC065C03,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1715084,GCF_001837295.1,GCA_001837295.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/295/GCF_001837295.1_ASM183729v1/GCF_001837295.1_ASM183729v1_genomic.fna.gz
Rothia_sp_HMSC068F09,Rothia sp. HMSC068F09,Rothia sp. HMSC068F09,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1739378,GCF_001812775.1,GCA_001812775.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/775/GCF_001812775.1_ASM181277v1/GCF_001812775.1_ASM181277v1_genomic.fna.gz
Rothia_sp_HMSC072B03,Rothia sp. HMSC072B03,Rothia sp. HMSC072B03,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1715109,GCF_001809565.1,GCA_001809565.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/565/GCF_001809565.1_ASM180956v1/GCF_001809565.1_ASM180956v1_genomic.fna.gz
Rothia_sp_HMSC072B04,Rothia sp. HMSC072B04,Rothia sp. HMSC072B04,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1739432,GCF_001813725.1,GCA_001813725.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/725/GCF_001813725.1_ASM181372v1/GCF_001813725.1_ASM181372v1_genomic.fna.gz
Rothia_sp_HMSC072E10,Rothia sp. HMSC072E10,Rothia sp. HMSC072E10,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1739448,GCF_001813965.1,GCA_001813965.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/965/GCF_001813965.1_ASM181396v1/GCF_001813965.1_ASM181396v1_genomic.fna.gz
Rubneribacter_badeniensis_ResAG_85,Rubneribacter badeniensis ResAG-85,Rubneribacter badeniensis,Rubneribacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,2070688,GCF_002899695.1,GCA_002899695.1,Gram+,Anaerobe,158400,Rubneribacter badeniensis ResAG-85 DSM 105129,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/695/GCF_002899695.1_ASM289969v1/GCF_002899695.1_ASM289969v1_genomic.fna.gz
Ruminococcaceae_bacterium_AF10_16,Ruminococcaceae bacterium AF10-16,Anaerotruncus Ruminococcaceae bacterium AF10-16,Anaerotruncus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292180,,GCA_003479765.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/479/765/GCA_003479765.1_ASM347976v1/GCA_003479765.1_ASM347976v1_genomic.fna.gz
Ruminococcaceae_bacterium_TF06_43,Ruminococcaceae bacterium TF06-43,Anaerotruncus Ruminococcaceae bacterium TF06-43,Anaerotruncus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292270,,GCA_003481145.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/481/145/GCA_003481145.1_ASM348114v1/GCA_003481145.1_ASM348114v1_genomic.fna.gz
Ruminococcus_sp_AF14_5,Ruminococcus sp. AF14-5,Ruminococcus sp. AF14-5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293147,GCF_003479625.1,GCA_003479625.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/479/625/GCF_003479625.1_ASM347962v1/GCF_003479625.1_ASM347962v1_genomic.fna.gz
Ruminococcus_sp_AF17_12,Ruminococcus sp. AF17-12,Ruminococcus sp. AF17-12,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293151,GCF_003479245.1,GCA_003479245.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/479/245/GCF_003479245.1_ASM347924v1/GCF_003479245.1_ASM347924v1_genomic.fna.gz
Ruminococcus_sp_AF20_12LB,Ruminococcus sp. AF20-12LB,Ruminococcus sp. AF20-12LB,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293160,GCF_003478985.1,GCA_003478985.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/478/985/GCF_003478985.1_ASM347898v1/GCF_003478985.1_ASM347898v1_genomic.fna.gz
Ruminococcus_sp_AF21_42,Ruminococcus sp. AF21-42,Ruminococcus sp. AF21-42,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292251,GCF_003478765.1,GCA_003478765.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/478/765/GCF_003478765.1_ASM347876v1/GCF_003478765.1_ASM347876v1_genomic.fna.gz
Ruminococcus_sp_AF31_8BH,Ruminococcus sp. AF31-8BH,Ruminococcus sp. AF31-8BH,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293174,GCF_003460605.1,GCA_003460605.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/460/605/GCF_003460605.1_ASM346060v1/GCF_003460605.1_ASM346060v1_genomic.fna.gz
Ruminococcus_sp_AF41_9,Ruminococcus sp. AF41-9,Ruminococcus sp. AF41-9,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292069,GCF_003477525.1,GCA_003477525.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/477/525/GCF_003477525.1_ASM347752v1/GCF_003477525.1_ASM347752v1_genomic.fna.gz
Ruminococcus_sp_AF46_10NS,Ruminococcus sp. AF46-10NS,Ruminococcus sp. AF46-10NS,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292072,GCF_003474435.1,GCA_003474435.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/435/GCF_003474435.1_ASM347443v1/GCF_003474435.1_ASM347443v1_genomic.fna.gz
Ruminococcus_sp_AM16_34,Ruminococcus sp. AM16-34,Ruminococcus sp. AM16-34,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293184,GCF_003435635.1,GCA_003435635.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/435/635/GCF_003435635.1_ASM343563v1/GCF_003435635.1_ASM343563v1_genomic.fna.gz
Ruminococcus_sp_AM26_12LB,Ruminococcus sp. AM26-12LB,Ruminococcus sp. AM26-12LB,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293190,GCF_003480785.1,GCA_003480785.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/480/785/GCF_003480785.1_ASM348078v1/GCF_003480785.1_ASM348078v1_genomic.fna.gz
Ruminococcus_sp_AM41_10BH,Ruminococcus sp. AM41-10BH,Ruminococcus sp. AM41-10BH,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293213,GCF_003461885.1,GCA_003461885.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/461/885/GCF_003461885.1_ASM346188v1/GCF_003461885.1_ASM346188v1_genomic.fna.gz
Ruminococcus_sp_AM42_11,Ruminococcus sp. AM42-11,Ruminococcus sp. AM42-11,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292372,GCF_003480145.1,GCA_003480145.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/480/145/GCF_003480145.1_ASM348014v1/GCF_003480145.1_ASM348014v1_genomic.fna.gz
Ruminococcus_sp_AM46_18,Ruminococcus sp. AM46-18,Ruminococcus sp. AM46-18,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293220,,GCA_003479915.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/479/915/GCA_003479915.1_ASM347991v1/GCA_003479915.1_ASM347991v1_genomic.fna.gz
Ruminococcus_sp_DSM_100440,Ruminococcus sp. DSM 100440,Ruminococcus sp. DSM 100440,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1671366,,GCA_001593025.1,Gram+,Anaerobe,132099,Ruminococcus sp. RT94 DSM 100440,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/025/GCA_001593025.1_ASM159302v1/GCA_001593025.1_ASM159302v1_genomic.fna.gz
Ruminococcus_sp_OF02_6,Ruminococcus sp. OF02-6,Ruminococcus sp. OF02-6,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293228,GCF_003478065.1,GCA_003478065.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/478/065/GCF_003478065.1_ASM347806v1/GCF_003478065.1_ASM347806v1_genomic.fna.gz
Ruminococcus_sp_OF03_6AA,Ruminococcus sp. OF03-6AA,Ruminococcus sp. OF03-6AA,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293229,GCF_003460665.1,GCA_003460665.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/460/665/GCF_003460665.1_ASM346066v1/GCF_003460665.1_ASM346066v1_genomic.fna.gz
Ruminococcus_sp_OM02_16LB,Ruminococcus sp. OM02-16LB,Ruminococcus sp. OM02-16LB,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2302958,GCF_003603885.1,GCA_003603885.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/603/885/GCF_003603885.1_ASM360388v1/GCF_003603885.1_ASM360388v1_genomic.fna.gz
Ruminococcus_sp_OM04_4AA,Ruminococcus sp. OM04-4AA,Ruminococcus sp. OM04-4AA,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293231,GCF_003462585.1,GCA_003462585.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/462/585/GCF_003462585.1_ASM346258v1/GCF_003462585.1_ASM346258v1_genomic.fna.gz
Ruminococcus_sp_OM08_9BH,Ruminococcus sp. OM08-9BH,Ruminococcus sp. OM08-9BH,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293236,GCF_003462425.1,GCA_003462425.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/462/425/GCF_003462425.1_ASM346242v1/GCF_003462425.1_ASM346242v1_genomic.fna.gz
Ruminococcus_sp_TF06_23,Ruminococcus sp. TF06-23,Ruminococcus sp. TF06-23,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293237,,GCA_003481285.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/481/285/GCA_003481285.1_ASM348128v1/GCA_003481285.1_ASM348128v1_genomic.fna.gz
Ruminococcus_sp_TF11_2AC,Ruminococcus sp. TF11-2AC,Ruminococcus sp. TF11-2AC,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293241,GCF_003481045.1,GCA_003481045.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/481/045/GCF_003481045.1_ASM348104v1/GCF_003481045.1_ASM348104v1_genomic.fna.gz
Sanguibacter_keddieii_DSM_10542,Sanguibacter keddieii DSM 10542,Sanguibacter keddieii,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,446469,GCF_003788975.1,GCA_003788975.1,Gram+,Anaerobe,14038,Sanguibacter keddieii ST-74 DSM 10542,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/788/975/GCF_003788975.1_ASM378897v1/GCF_003788975.1_ASM378897v1_genomic.fna.gz
Staphylococcus_sp_HMSC070D05,Staphylococcus sp. HMSC070D05,Staphylococcus sp. HMSC070D05,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1739538,GCF_001815595.1,GCA_001815595.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/595/GCF_001815595.1_ASM181559v1/GCF_001815595.1_ASM181559v1_genomic.fna.gz
Streptococcus_sp_1171_SSPC,Streptococcus sp. 1171_SSPC,Streptococcus sp. 1171_SSPC,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1579348,GCF_001069335.1,GCA_001069335.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/335/GCF_001069335.1_ASM106933v1/GCF_001069335.1_ASM106933v1_genomic.fna.gz
Streptococcus_sp_263_SSPC,Streptococcus sp. 263_SSPC,Streptococcus sp. 263_SSPC,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1579343,GCF_001071995.1,GCA_001071995.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/995/GCF_001071995.1_ASM107199v1/GCF_001071995.1_ASM107199v1_genomic.fna.gz
Streptococcus_sp_400_SSPC,Streptococcus sp. 400_SSPC,Streptococcus sp. 400_SSPC,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1579341,GCF_001072745.1,GCA_001072745.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/745/GCF_001072745.1_ASM107274v1/GCF_001072745.1_ASM107274v1_genomic.fna.gz
Streptococcus_sp_A12,Streptococcus sp. A12,Streptococcus sp. A12,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1759399,GCF_001587175.1,GCA_001587175.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/175/GCF_001587175.1_ASM158717v1/GCF_001587175.1_ASM158717v1_genomic.fna.gz
Streptococcus_sp_ACS2,Streptococcus sp. ACS2,Streptococcus sp. ACS2,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,936576,GCF_000525585.1,GCA_000525585.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/585/GCF_000525585.1_SspACS2v1.0/GCF_000525585.1_SspACS2v1.0_genomic.fna.gz
Streptococcus_sp_bf_0095,Streptococcus sp. bf_0095,Streptococcus sp. bf_0095,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2478956,GCF_004166885.1,GCA_004166885.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/166/885/GCF_004166885.1_ASM416688v1/GCF_004166885.1_ASM416688v1_genomic.fna.gz
Streptococcus_sp_C150,Streptococcus sp. C150,Streptococcus sp. C150,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,435842,GCF_000187445.1,GCA_000187445.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/445/GCF_000187445.1_ASM18744v1/GCF_000187445.1_ASM18744v1_genomic.fna.gz
Streptococcus_sp_CCH5_D3,Streptococcus sp. CCH5-D3,Streptococcus sp. CCH5-D3,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1768764,GCF_001556435.1,GCA_001556435.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/435/GCF_001556435.1_ASM155643v1/GCF_001556435.1_ASM155643v1_genomic.fna.gz
Streptococcus_sp_CCH8_H5,Streptococcus sp. CCH8-H5,Streptococcus sp. CCH8-H5,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1768767,GCF_001556505.1,GCA_001556505.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/505/GCF_001556505.1_ASM155650v1/GCF_001556505.1_ASM155650v1_genomic.fna.gz
Streptococcus_sp_F0442,Streptococcus sp. F0442,Streptococcus sp. F0442,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,999425,GCF_000314795.2,GCA_000314795.2,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/795/GCF_000314795.2_Strept_sp_F0442_V1/GCF_000314795.2_Strept_sp_F0442_V1_genomic.fna.gz
Streptococcus_sp_FDAARGOS_192,Streptococcus sp. FDAARGOS_192,Streptococcus sp. FDAARGOS_192,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1839799,GCF_002073815.2,GCA_002073815.2,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/815/GCF_002073815.2_ASM207381v2/GCF_002073815.2_ASM207381v2_genomic.fna.gz
Streptococcus_sp_HMSC057G03,Streptococcus sp. HMSC057G03,Streptococcus sp. HMSC057G03,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1715165,GCF_001808745.1,GCA_001808745.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/745/GCF_001808745.1_ASM180874v1/GCF_001808745.1_ASM180874v1_genomic.fna.gz
Streptococcus_sp_HMSC061E03,Streptococcus sp. HMSC061E03,Streptococcus sp. HMSC061E03,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739421,GCF_001813505.1,GCA_001813505.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/505/GCF_001813505.1_ASM181350v1/GCF_001813505.1_ASM181350v1_genomic.fna.gz
Streptococcus_sp_HMSC064H09,Streptococcus sp. HMSC064H09,Streptococcus sp. HMSC064H09,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739371,GCF_001812625.1,GCA_001812625.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/625/GCF_001812625.1_ASM181262v1/GCF_001812625.1_ASM181262v1_genomic.fna.gz
Streptococcus_sp_HMSC065C01,Streptococcus sp. HMSC065C01,Streptococcus sp. HMSC065C01,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739422,GCF_001813525.1,GCA_001813525.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/525/GCF_001813525.1_ASM181352v1/GCF_001813525.1_ASM181352v1_genomic.fna.gz
Streptococcus_sp_HMSC065E03,Streptococcus sp. HMSC065E03,Streptococcus sp. HMSC065E03,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739505,GCF_001815045.1,GCA_001815045.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/045/GCF_001815045.1_ASM181504v1/GCF_001815045.1_ASM181504v1_genomic.fna.gz
Streptococcus_sp_HMSC072C09,Streptococcus sp. HMSC072C09,Streptococcus sp. HMSC072C09,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739397,GCF_001813105.1,GCA_001813105.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/105/GCF_001813105.1_ASM181310v1/GCF_001813105.1_ASM181310v1_genomic.fna.gz
Streptococcus_sp_HMSC072G04,Streptococcus sp. HMSC072G04,Streptococcus sp. HMSC072G04,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739408,GCF_001813295.1,GCA_001813295.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/295/GCF_001813295.1_ASM181329v1/GCF_001813295.1_ASM181329v1_genomic.fna.gz
Streptococcus_sp_HMSC073D05,Streptococcus sp. HMSC073D05,Streptococcus sp. HMSC073D05,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739336,GCF_001812015.1,GCA_001812015.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/812/015/GCF_001812015.1_ASM181201v1/GCF_001812015.1_ASM181201v1_genomic.fna.gz
Streptococcus_sp_HMSC074F05,Streptococcus sp. HMSC074F05,Streptococcus sp. HMSC074F05,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1715164,GCF_001808725.1,GCA_001808725.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/725/GCF_001808725.1_ASM180872v1/GCF_001808725.1_ASM180872v1_genomic.fna.gz
